lore_text,mechanics_text
"Fire Jackal — Grunts of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Drowned Archivist — Grunts of Oath/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Obsidian Lion — Grunts of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Taxlord Balash — Grunts of Wind/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pit Champion — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Masked King — Grunts of Veil/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Abyssal Archivist — Grunts of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Vowbinder Judge — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bone Queen — Grunts of Wind/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"False Prophet — Grunts of Oath/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Enlil Vessel — Grunts of Wind/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chain Warden — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Lash Overseer — Grunts of Wind/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bronze Gaoler — Grunts of Veil/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shacklebearer Guard — Grunts of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pit Guard — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ironbound Horror — Grunts of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Screamer Wraith — Grunts of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bone Gnawer — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shackled Ghoul — Grunts of Stone/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Howling Fiend — Grunts of Oath/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Moon Acolyte — Grunts of Eye/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Eclipse Chanter — Grunts of Oath/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shadow Knifebearer — Grunts of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pale Prophet — Grunts of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Hymnist — Grunts of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Moonfang Wolf — Grunts of Oath/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pale Stalker — Grunts of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shardback Boar — Grunts of Stone/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Dusk Serpent — Grunts of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chittering Bat — Grunts of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crater Rat — Grunts of Eye/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Beetle — Grunts of Oath/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Hollow Tick — Grunts of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Fungus Mite — Grunts of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal Louse — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Shackled Wraith — Grunts of Eye/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Lantern Shade — Grunts of Veil/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pale Ghast — Grunts of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bonebound Spirit — Grunts of Veil/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Eclipse Revenant — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Pit Fighter — Grunts of Wind/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Arena Brute — Grunts of Eye/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Blood Duelist — Grunts of Wind/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Masked Slayer — Grunts of Eye/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Slave Champion — Grunts of Eye/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Tunnel Crawler — Grunts of Stone/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crater Lurker — Grunts of Oath/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Blind Crawler — Grunts of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Spore Drudge — Grunts of Veil/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Rockgnasher Beast — Grunts of Stone/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Silver Rat — Grunts of Wind/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Glow Beetle — Grunts of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Crystal Wasp — Grunts of Wind/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Spiderling — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Leech — Grunts of Eye/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Bronze Sentinel — Grunts of Oath/Stone Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Stone sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Moon Idol — Grunts of Veil/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Veil/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chain Automaton — Grunts of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Eclipse Drone — Grunts of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Obelisk — Grunts of Oath/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Rune Husk — Grunts of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Oath Spawn — Grunts of Oath/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Halo Spawn — Grunts of Wind/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Horror — Grunts of Wind/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Void Thrall — Grunts of Oath/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Oath/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Broken Scribe — Grunts of Wind/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Wind/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Fallen Priest — Grunts of Stone/Eye Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Eye sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Exiled Gladiator — Grunts of Stone/Veil Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Veil sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Chain Drudge — Grunts of Stone/Oath Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Stone/Oath sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
"Ash Servitor — Grunts of Eye/Wind Duality.
A low presence whose choices bend the battlefield toward fate.
Iconography: Eye/Wind sigils, attire marked by duty.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Slightly reduces opening damage; rarely acts first.
• Use 🛡️ Guard to soak the opener, then counter.
• Save ⚔️ First Strike for fragile or key targets.
• Pair with morale or positioning buffs before engaging."
