card_id,card_name,field,reason,recommended_source
270,Void Tick,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
271,Void Hyena,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
272,Void Centipede,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
273,Temple Thrall,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
274,Scaled Vulture,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
275,Sandstorm Prophet,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
276,Sandstorm Khan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
277,Sand Scuttler,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
278,Sand Raider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
279,Sand Pike,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
280,Sand Basilisk,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
281,Rune Swordsman,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
282,Rune Spider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
283,Rune Jackal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
284,Rune Idol,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
285,Rune Beetle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
286,Rock Breaker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
287,Red Shade,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
288,Red Scarab,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
289,Red Rat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
290,Red Lash,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
291,Red Khan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
292,Red Jackal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
293,Pit Thrall,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
294,Pit King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
295,Obsidian Hound,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
296,Obsidian Axe,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
297,Obelisk Guard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
298,Oath Servitor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
299,Oath Serpent,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
300,Oath Ghoul,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
301,Maskless Fighter,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
302,Masked Warlord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
303,Masked Gladiator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
304,Masked Champion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
305,Lattice Spearman,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
306,Lattice Guard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
307,Halo Wraith,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
308,Halo Vulture,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
309,Halo Statue,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
310,Halo Servant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
311,Halo Archer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
312,Golden Vulture,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
313,Golden Scarab,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
314,Golden Rat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
315,Golden Hoplite,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
316,Glyph Shade,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
317,Glyph Servant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
318,Glass Lizard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
319,Flame Idol,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
320,Ember Prophet,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
321,Ember Lord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
322,Dust Wraith,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
323,Dust Titan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
324,Dust Spider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
325,Dust Phantom,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
326,Dust Crawler,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
327,Dust Centipede,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
328,Dune Rider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
329,Dune Hyena,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
330,Dune Chieftain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
331,Crystal Spiderling,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
332,Crystal Scorpion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
333,Crystal Rat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
334,Crystal Basilisk,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
335,Crimson Prophetess,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
336,Crimson Pontiff,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
337,Crimson Khan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
338,Crimson Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
339,Crimson Guard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
340,Crimson Gladiator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
341,Crimson Duelmaster,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
342,Crimson Champion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
343,Crimson Abomination,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
344,Cliff Raider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
345,Cinder Jackal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
346,Chain Wraith,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
347,Chain Warlord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
348,Chain Hierophant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
349,Chain Duelist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
350,Chain Driver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
351,Carrion Stalker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
352,Carrion Jackal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
353,Carrion Bat,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
354,Canyon Lurker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
355,Canyon Lord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
356,Canyon King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
357,Bronze Pitlord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
358,Bronze Overseer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
359,Broken Gladiator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
360,Bound Hound,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
361,Bone Tick,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
362,Bone Pit,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
363,Bone Lord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
364,Bone Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
365,Bone Gladiator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
366,Bone Colossus,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
367,Bone Chieftain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
368,Blood Slave,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
369,Blood Oracle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
370,Blood Matron,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
371,Blood Dervish,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
372,Ash Wight,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
373,Ash Titan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
374,Ash Spider,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
375,Ash Revenant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
376,Ash Nomad,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
377,Ash Mite,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
378,Ash Leviathan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
379,Ash High,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
380,Ash Gladiator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
381,Ash Ghoul,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
382,Ash Duelist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
383,Ash Demon,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
384,Ash Chieftain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
385,Arena Juggernaut,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
386,Word-Eater,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
387,Void Knight,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
388,Void King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
389,Void Inquisitor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
390,Void Herald,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
391,Void Exarch,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
392,Void Devourer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
393,Void Centurion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
394,Void Augur,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
395,Skullcrusher,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
396,Silver Mask Judge,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
397,Shard Brute,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
398,Shadow Hulk,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
399,Shadow Assassin,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
400,Rune Pontiff,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
401,Rune Marshal,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
402,Rune Khan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
403,Rune Exarch,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
404,Rune Captain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
405,Prism Lancer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
406,Pit Enforcer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
407,Pit Beastmaster,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
408,Obsidian Berserker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
409,Obelisk Warden,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
410,Obelisk General,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
411,Oath Leviathan,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
412,Oath Champion,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
413,Moonspawn Horror,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
414,Moonblade Captain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
415,Lunar Abomination,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
416,Ironclad Gladiator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
417,Iron Gaoler,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
418,Ink-Tongue,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
419,Hymncaller,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
420,Hollow Bishop,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
421,Hollow Beast,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
422,Halo Seraphim,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
423,Halo Seraph,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
424,Halo Regent,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
425,Halo Prelate,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
426,Halo Praetor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
427,Halo Paladin,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
428,Halo Exemplar,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
429,Halo Commander,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
430,Golden Strategos,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
431,Golden Strategist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
432,Gold-Mask Captain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
433,Glyph Knight,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
434,Gleam Sorcerer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
435,Fire Pot Bearer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
436,Eclipse Wraith,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
437,Eclipse Warlock,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
438,Eclipse Hierophant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
439,Desert Boar King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
440,Crystal Vanguard,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
441,Crystal Stalker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
442,Crystal Reaver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
443,Crystal Knight,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
444,Crystal General,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
445,Crystal Colossus,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
446,Crescent Duelist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
447,Crater Brute,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
448,Choir of Bone,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
449,Chainfighter,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
450,Chained Seer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
451,Chain Tyrant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
452,Chain Pontiff,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
453,Canyon Marauder King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
454,Bonebreaker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
455,Bone Raider Lord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
456,Bone Horror King,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
457,Bloodspiller,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
458,Blood Moon Prophet,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
459,Blood Hierophant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
460,Blood Arena Lord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
461,Blade Dancer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
462,Ashen Oracle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
463,Ash Nomad Chieftain,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
464,Ash Lord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
465,Ash High Priest,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
466,Ash Hierarch,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
467,Ash Gladiator Lord,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
468,Ash Bishop,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
469,Wraith Caller,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
470,Vow Keeper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
471,Void Scribe,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
472,Void Evoker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
473,Void Chemist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
474,Void Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
475,Viscera Sculptor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
476,Venom Brewer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
477,Venom Alchemist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
478,Tablet Keeper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
479,Sporebrewer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
480,Soul Harvester,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
481,Smoke Weaver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
482,Sigil Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
483,Shadow Puppeteer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
484,Sand Tinker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
485,Sand Prophetess,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
486,Sand Mystic,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
487,Sand Alchemist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
488,Rune Mystic,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
489,Rune Mechanist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
490,Red Soothsayer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
491,Oracle of Chains,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
492,Obsidian Tinker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
493,Moonfire Adept,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
494,Idol Worshipper,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
495,Idol Mechanist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
496,Idol Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
497,Halo Mystic,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
498,Glyph Scribe,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
499,Geas Weaver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
500,Flesh Weaver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
501,Flesh Sculptor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
502,Flesh Carver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
503,Ember Seer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
504,Eclipse Visionary,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
505,Eclipse Summoner,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
506,Eclipse Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
507,Dust Chemist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
508,Dream Warden,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
509,Dream Seer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
510,Cuneiform Savant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
511,Crystal Tinker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
512,Crystal Thaumaturge,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
513,Crystal Puppeteer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
514,Crystal Brewer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
515,Crystal Artificer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
516,Crimson Visionary,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
517,Crimson Thaumaturge,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
518,Crimson Scribe,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
519,Crimson Oracle,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
520,Crimson Caller,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
521,Crimson Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
522,Covenant Breaker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
523,Chain Engineer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
524,Bone Harvester,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
525,Bone Conductor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
526,Bone Binder,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
527,Bone Artificer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
528,Blood Soothsayer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
529,Blood Sculptor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
530,Blood Draught Maker,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
531,Beast Caller,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
532,Ash Weaver,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
533,Ash Sorcerer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
534,Ash Sculptor,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
535,Ash Prophetess,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
536,Ash Mechanist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
537,Ash Idolator,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
538,Ash Dreamer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
539,Ash Alchemist,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
540,Word Eater,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
541,Whipbearer,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
542,Whip Sergeant,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
543,Vulture Queen,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
544,Vowbinder Judge,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
545,Void Thrall,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
546,Void Obelisk,cost_*,Legacy source pack does not provide structured play-cost fields for this row.,card design review / rules text normalization
