card_id,card_slug,card_name,set_code,card_number,version_code,is_reprint,source_card_id,card_family,owner_faction,rarity,subtype_primary,subtype_secondary,trait_tags,keyword_tags,is_collectible,is_standard_legal,scenario_only,tutorial_only,is_unique,is_legendary,deck_copy_limit,requires_faction_lock,allowed_splash,legal_player_counts,cost_sinew,cost_sigil,cost_oath,upkeep_oath,cost_scaling_rule,cost_scaling_value,heat_cost,stone,veil,authority,vitality,guard,first_strike,initiative,can_attack,can_support,support_value_rule,wound_threshold,supports_wounded_state,supports_downed_state,supports_bound_state,supports_defeated_state,downed_marker_type,counts_for_field_control_when_downed,counts_for_field_control_when_defeated,occupies_slot_when_downed,occupies_slot_when_defeated,targetable_when_downed,targetable_when_defeated,capturable_when_downed,capturable_when_defeated,auto_restore_rounds_if_defeated,defeated_restore_destination_primary,defeated_restore_destination_fallback,play_timing,timing_class,legal_zones_to_play_from,enters_play_zone,leaves_play_default_destination,trigger_windows,resolution_priority_group,requires_target,target_rule_ref,can_be_played_during_opponent_turn,consumes_play_action,mark_reward_capture,mark_reward_plain_defeat,mark_reward_name_seizure,mark_reward_site_raid,mark_reward_arbitration_no_seizure,score_overlap_rule,is_name_object,is_edict_object,heat_on_install,heat_on_rewrite_rule,heat_on_support,heat_spend_allowed,heat_spend_use_tags,arbitration_bid_enabled,arbitration_success_options,arbitration_tie_rule,supports_injunctions,field_relevance,line_relevance,geasa_relevance,field_tag_affinity,site_control_relevant,objective_control_relevant,ready_combat_unit_for_control,blocks_slot_when_present,boss_trial_required,boss_trial_axes_required,boss_trial_repeat_counts,boss_capturable_before_trial_complete,boss_stance_start,boss_stance_progression,boss_has_aura,boss_has_retaliation,boss_mark_reward_capture,site_type,site_raid_enabled,raid_condition_ref,raid_reward_marks,site_generates_sigil_income,name_scope,name_persistent,name_install_heat,name_rewrite_heat_rule,name_arbitrable,edict_one_shot,edict_window_tags,edict_persists_after_resolution,host_sigil_unique_slot,host_sigil_control_relevant,host_sigil_generates_sigil_income,pet_support_specialist,pet_faceoff_eligible,relic_persistent,relic_row_slot_type,rules_text,rules_summary_short,lore_text,ui_badge_tags,search_tags,art_prompt_ref,render_template_ref,asset_package_ref,front_visual_family,back_visual_family,ultra_visual_override,export_enabled
197,weight-of-kingship,Weight of Kingship,KK1,197,base,False,,Name,BorderstoneGuild,SuperRare,,,Names,,True,True,False,False,False,False,1,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,"Bosses cost 1 less to play, but gain +1 Crack whenever they Fall Silent.","Bosses cost 1 less to play, but gain +1 Crack whenever they Fall Silent.",Power comes easier than stability.,"Name,SuperRare","Weight of Kingship,Name,SuperRare,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
198,quiet-graves,Quiet Graves,KK1,198,base,False,,Name,Fateforge,SuperRare,,,Names,,True,True,False,False,False,False,1,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,Abilities can’t be used outside Engagements. Veil Tests gain +1. Swap Risk: +1 Audit Heat.,Abilities can’t be used outside Engagements.,"Where this law stands, noise loses jurisdiction.","Name,SuperRare","Quiet Graves,Name,SuperRare,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
199,broken-oath,Broken Oath,KK1,199,base,False,,Name,Fateforge,SuperRare,,,Names,,True,True,False,False,False,False,1,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,"When any player fails Oath Upkeep, that player also gains 1 Audit Heat.","When any player fails Oath Upkeep, that player also gains 1 Audit Heat.",Its text appears only after trust is spent.,"Name,SuperRare","Broken Oath,Name,SuperRare,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
200,two-suns,Two Suns,KK1,200,base,False,,Name,FloodbornPact,Rare,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,Sites produce one extra benefit when first used each round.,Sites produce one extra benefit when first used each round.,Processions stretch longer when both shadows obey.,"Name,Rare","Two Suns,Name,Rare,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
201,red-distance,Red Distance,KK1,201,base,False,,Name,FloodbornPact,Rare,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,True,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,Displace gains +1 strength and may cross one extra Line.,Displace gains +1 strength and may cross one extra Line.,Mars wrote this law with wind and attrition.,"Name,Rare","Red Distance,Name,Rare,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
202,heavy-crowns,Heavy Crowns,KK1,202,base,False,,Name,BorderstoneGuild,Rare,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,"Bosses and Heroes gain +1 Stone, but cannot be supported.","Bosses and Heroes gain +1 Stone, but cannot be supported.",A rule loved by tyrants until it isolates them.,"Name,Rare","Heavy Crowns,Name,Rare,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
203,closed-gate,Closed Gate,KK1,203,base,False,,Name,BorderstoneGuild,Rare,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,True,False,False,Sanctuary,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,"Inside Sanctuary Fields, Wound cannot be chosen as a Consequence.","Inside Sanctuary Fields, Wound cannot be chosen as a Consequence.",A city can outlaw blood for one holy hour.,"Name,Rare","Closed Gate,Name,Rare,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
204,swift-shadow,Swift Shadow,KK1,204,base,False,,Name,UnderwellKeepers,Uncommon,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,The first Veil or Wind Test each turn gains +1.,The first Veil or Wind Test each turn gains +1.,Couriers invoke it when a city forgets how to blink.,"Name,Uncommon","Swift Shadow,Name,Uncommon,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
205,salt-covenant,Salt Covenant,KK1,205,base,False,,Name,SkyloomTemple,Uncommon,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,True,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,Crossing a Line requires pay 1 Oath or take Silence until end of turn.,Crossing a Line requires pay 1 Oath or take Silence until end of turn.,The old marsh law every smuggler curses.,"Name,Uncommon","Salt Covenant,Name,Uncommon,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
206,hearth-amnesty,Hearth Amnesty,KK1,206,base,False,,Name,Fateforge,Uncommon,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,"The first time each player would gain Audit Heat each round, reduce it by 1.","The first time each player would gain Audit Heat each round, reduce it by 1.",Peace is still a rule when properly written.,"Name,Uncommon","Hearth Amnesty,Name,Uncommon,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
207,glass-mercy,Glass Mercy,KK1,207,base,False,,Name,UnderwellKeepers,Uncommon,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,The first Silence placed each round becomes Stagger instead.,The first Silence placed each round becomes Stagger instead.,"It cuts kinder than iron, and leaves cleaner regret.","Name,Uncommon","Glass Mercy,Name,Uncommon,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
208,far-ear,Far Ear,KK1,208,base,False,,Name,FloodbornPact,Uncommon,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,Players may look at the top card of their deck once each turn.,Players may look at the top card of their deck once each turn.,The walls begin reporting long before witnesses arrive.,"Name,Uncommon","Far Ear,Name,Uncommon,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
209,open-ledger,Open Ledger,KK1,209,base,False,,Name,UnderwellKeepers,Common,,,Names,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Edicts,Action,Hand,LawArea,Discard,,0,False,,False,True,0,0,1,0,1,HigherSingleReward,True,False,1,ByCardValue,0,False,,True,"Seize,Suppress,Corrupt",FaceOffChain,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,Custom,True,1.0,ByCardValue,True,,,,,,,,,,,Each player may Lower Heat by discarding one extra card at End.,Each player may Lower Heat by discarding one extra card at End.,"Mercy, filed in duplicate.","Name,Common","Open Ledger,Name,Common,Names",,card front.png,card_images.zip,back_color_name.png,back_background.png,False,True
210,destiny-archive-vault,Destiny Archive Vault,KK1,210,base,False,,Site,SkyloomTemple,Legendary,,,Sites,,True,True,False,False,True,True,1,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,True,False,False,Sanctuary,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,"Zone: Sanctuary. Once per round, copy the triggered text of one friendly Name, Edict, or Relic in this Field.",Zone: Sanctuary.,The shelves remember outcomes even when history does not.,"Site,Legendary","Destiny Archive Vault,Site,Legendary,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
211,star-bell-harbor,Star Bell Harbor,KK1,211,base,False,,Site,UnderwellKeepers,SuperRare,,,Sites,,True,True,False,False,False,False,1,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Wilds,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,"Zone: Wilds. Once per round, cancel one Displace or Steal Charge against a friendly unit here.",Zone: Wilds.,The harbor bells ring before the danger actually arrives.,"Site,SuperRare","Star Bell Harbor,Site,SuperRare,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
212,oath-chain-dais,Oath Chain Dais,KK1,212,base,False,,Site,BorderstoneGuild,SuperRare,,,Sites,,True,True,False,False,False,False,1,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Sanctuary,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Sanctuary. Bound units here cost 1 less Oath to capture.,Zone: Sanctuary.,Built for sentences that need architecture.,"Site,SuperRare","Oath Chain Dais,Site,SuperRare,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
213,shard-plateau-blind,Shard Plateau Blind,KK1,213,base,False,,Site,FloodbornPact,Rare,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Wilds,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Wilds. Friendly Veil and Eye Tests gain +1 during the first Engagement each round.,Zone: Wilds.,"From up here, everything else feels admitted too early.","Site,Rare","Shard Plateau Blind,Site,Rare,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
214,mirror-archive,Mirror Archive,KK1,214,base,False,,Site,FloodbornPact,Rare,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Sanctuary,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,"Zone: Sanctuary. Once each turn, controller may look at the top card of any deck.",Zone: Sanctuary.,Its walls file reflections as evidence.,"Site,Rare","Mirror Archive,Site,Rare,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
215,halo-terrace,Halo Terrace,KK1,215,base,False,,Site,Fateforge,Rare,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,True,False,False,Sanctuary,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Sanctuary. Friendly support actions from this Field do not add Heat.,Zone: Sanctuary.,A ceremonial balcony built to make discipline look effortless.,"Site,Rare","Halo Terrace,Site,Rare,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
216,bitumen-furnace,Bitumen Furnace,KK1,216,base,False,,Site,Fateforge,Rare,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Warfield,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Warfield. Friendly Stone Tests gain +1 while attacking.,Zone: Warfield.,Heat and labor make their own religion here.,"Site,Rare","Bitumen Furnace,Site,Rare,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
217,witness-square,Witness Square,KK1,217,base,False,,Site,SkyloomTemple,Uncommon,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,True,False,Threshold,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Threshold. Hidden Lines do not function here.,Zone: Threshold.,A plaza where secrets go to become testimony.,"Site,Uncommon","Witness Square,Site,Uncommon,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
218,warfield-basin,Warfield Basin,KK1,218,base,False,,Site,BorderstoneGuild,Uncommon,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Warfield,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Warfield. Raid victories here grant +1 additional Mark once per turn.,Zone: Warfield.,Old floodworks make excellent siege geometry.,"Site,Uncommon","Warfield Basin,Site,Uncommon,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
219,sanctuary-court,Sanctuary Court,KK1,219,base,False,,Site,UnderwellKeepers,Uncommon,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,True,False,False,Sanctuary,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,"Zone: Sanctuary. Inside this Field, Consequence choices are limited to Silence or Bind; Wound cannot be chosen.",Zone: Sanctuary.,A legal refuge until someone rewrites what refuge means.,"Site,Uncommon","Sanctuary Court,Site,Uncommon,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
220,reed-lock,Reed Lock,KK1,220,base,False,,Site,FloodbornPact,Uncommon,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Wilds,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Wilds. Friendly units here gain +1 Wind Tests.,Zone: Wilds.,A wet geometry that favors locals and fools.,"Site,Uncommon","Reed Lock,Site,Uncommon,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
221,clause-pike,Clause Pike,KK1,221,base,False,,Site,Fateforge,Uncommon,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Threshold,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,"Zone: Threshold. After an Arbitration here, winner gains 1 Temper on a Relic or draws 1.",Zone: Threshold.,Survey law written into the road itself.,"Site,Uncommon","Clause Pike,Site,Uncommon,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
222,threshold-stair,Threshold Stair,KK1,222,base,False,,Site,SkyloomTemple,Common,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,True,False,Threshold,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Threshold. Units crossing this Line take Stagger unless they pay 1 Oath.,Zone: Threshold.,Every step remembers who had permission.,"Site,Common","Threshold Stair,Site,Common,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
223,dust-gate,Dust Gate,KK1,223,base,False,,Site,BorderstoneGuild,Common,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Threshold,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Threshold. The first enemy to enter each round loses 1 Oath.,Zone: Threshold.,The tollkeepers are gone; the toll remains.,"Site,Common","Dust Gate,Site,Common,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
224,basalt-quay,Basalt Quay,KK1,224,base,False,,Site,UnderwellKeepers,Common,,,Sites,,True,True,False,False,False,False,2,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SiteRow,Discard,,0,False,,False,True,0,0,0,2,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,Wilds,True,False,False,True,,,,,,,,,,Standard,True,site_control_raid,2.0,True,,,,,,,,,,,,,,,,Zone: Wilds. Units entering may immediately Displace 1.,Zone: Wilds.,Low-g smugglers and river raiders both love an honest edge.,"Site,Common","Basalt Quay,Site,Common,Sites",,card front.png,card_images.zip,back_color_site.png,back_background.png,False,True
225,archive-prism,Archive Prism,KK1,225,base,False,,Relic,UnderwellKeepers,Legendary,,,Relics,,True,True,False,False,True,True,1,False,True,"1,2,3,4",0,0,0,1,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SupportRow,Discard,,0,False,,False,True,0,0,0,0,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SupportRow,"Once per round, copy the triggered text of a friendly Name, Edict, or Site you control.","Once per round, copy the triggered text of a friendly Name, Edict, or Site you control.",Every face holds a different precedent.,"Relic,Legendary","Archive Prism,Relic,Legendary,Relics",,card front.png,card_images.zip,back_color_relic.png,back_background.png,False,True
226,shardwheel-engine,Shardwheel Engine,KK1,226,base,False,,Relic,Fateforge,SuperRare,,,Relics,,True,True,False,False,False,False,1,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SupportRow,Discard,,0,False,,False,True,0,0,0,0,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SupportRow,Temper (2). Spend 1 Temper: Bearer may support without gaining Heat once this round.,Temper (2).,Portable momentum built for bad terrain and worse intent.,"Relic,SuperRare","Shardwheel Engine,Relic,SuperRare,Relics",,card front.png,card_images.zip,back_color_relic.png,back_background.png,False,True
227,null-cantor,Null Cantor,KK1,227,base,False,,Relic,UnderwellKeepers,SuperRare,,,Relics,,True,True,False,False,False,False,1,False,True,"1,2,3,4",0,0,0,0,,,0,0,0,0,0,0,False,0,False,False,,0,False,False,False,False,,False,False,False,False,False,False,False,False,0,,,Main,Action,Hand,SupportRow,Discard,,0,False,,False,True,0,0,0,0,0,HigherSingleReward,False,False,0,,0,False,,False,,,False,False,False,False,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SupportRow,"When you win an Eye Test, target loses abilities until end of next turn.","When you win an Eye Test, target loses abilities until end of next turn.",A bronze throat lattice that sings gaps into hostile law.,"Relic,SuperRare","Null Cantor,Relic,SuperRare,Relics",,card front.png,card_images.zip,back_color_relic.png,back_background.png,False,True
