card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,total,rules_text,section,Column1
258,Dust Phantom,low,0,1,1,2,1,2,0,2,Spirit wrapped in swirling dust.,MARS BESTIARY,
259,Red Shade,low,1,3,0,0,1,2,0,2,Crimson wraith glowing faintly.,MARS BESTIARY,
260,Ash Wight,low,0,2,0,2,0,2,0,2,Pale corpse cloaked in ash.,MARS BESTIARY,
261,Carrion Stalker,low,3,1,2,0,0,2,0,2,"Humanoid feeding on corpses, glowing red eyes.",MARS BESTIARY,
262,Broken Gladiator,low,3,1,1,1,1,2,0,2,"Scarred, limping fighter.",MARS BESTIARY,
263,Maskless Fighter,low,1,2,2,0,0,2,0,2,"Arena fighter without mask, scarred face.",MARS BESTIARY,
264,Ash Duelist,low,0,2,1,1,0,1,0,1,Fighter coated in ash tattoos.,MARS BESTIARY,
265,Bone Pit,low,0,3,1,0,3,3,1,4,Shackled slave wielding bone weapon.,MARS BESTIARY,
266,Crimson Gladiator,low,2,2,0,0,1,2,0,2,Red-clad gladiator with ornate blades.,MARS BESTIARY,
267,Sand Scuttler,low,1,2,1,0,1,2,0,2,Crablike insect burrowing under dunes.,MARS BESTIARY,
268,Glass Lizard,low,0,1,2,1,1,2,0,2,Lizard with glassy transparent skin.,MARS BESTIARY,
269,Red Scarab,low,1,1,2,1,1,2,0,2,Beetle with crimson carapace.,MARS BESTIARY,
270,Ash Spider,low,1,1,2,1,1,2,0,2,Large spider covered in ashes.,MARS BESTIARY,
271,Dust Centipede,low,1,2,1,2,0,2,0,2,Long centipede armored with dust plates.,MARS BESTIARY,
272,Bronze Pitlord,low,1,2,0,0,1,1,0,1,Gladiator captain clad in bronze plates.,MARS BESTIARY,
273,Crimson Duelmaster,low,2,0,2,0,1,2,0,2,"Elegant fighter in red armor, twin swords.",MARS BESTIARY,
274,Chain Warlord,low,2,1,2,0,0,2,0,2,Bulky gladiator with massive hooked chains.,MARS BESTIARY,
275,Masked Champion,low,1,1,0,1,1,1,0,1,Fighter with ornate golden mask.,MARS BESTIARY,
276,Ash Gladiator,low,1,1,3,3,0,3,1,4,Covered in burning ash armor.,MARS BESTIARY,
277,Blood Oracle,low,1,0,1,0,1,1,0,1,Crimson-robed seer with bleeding eyes.,MARS BESTIARY,
278,Ember Prophet,low,0,0,1,2,0,1,0,1,Robed in red firecloth.,MARS BESTIARY,
279,Crimson Prophetess,low,0,0,0,3,2,2,0,2,"Woman in crimson robes, crescent staff.",MARS BESTIARY,
280,Dune Chieftain,low,2,0,2,0,1,2,0,2,Raider chief with golden spear.,MARS BESTIARY,
281,Canyon King,low,2,1,0,2,0,2,0,2,Heavily armed warlord with jagged axe.,MARS BESTIARY,
282,Bone Lord,low,0,2,0,1,2,2,0,2,Enormous skeletal king with crown of skulls.,MARS BESTIARY,
283,Ash Chieftain,low,1,0,1,1,2,2,0,2,Nomad leader with flaming scimitars.,MARS BESTIARY,
284,Sandstorm Khan,low,0,1,3,0,1,2,0,2,"Warlord with flowing robes, staff of wind, surrounded by swirling sand.",MARS BESTIARY,
285,Ash Revenant,low,1,1,1,2,1,2,0,2,Warrior cloaked in burning ash.,MARS BESTIARY,
286,Bone Colossus,low,2,1,1,0,1,2,0,2,Giant humanoid made of bone.,MARS BESTIARY,
287,Dust Wraith,low,0,3,0,1,1,2,0,2,Spirit shrouded in dust storm.,MARS BESTIARY,
288,Crimson Horror,low,1,3,1,3,0,3,1,4,Flesh beast dripping crimson ichor.,MARS BESTIARY,
289,Ash Titan,low,0,1,2,1,3,2,0,2,Colossal humanoid wreathed in flame.,MARS BESTIARY,
290,Ash High,low,2,0,1,1,2,2,0,2,"Towering priest cloaked in ash robes, censer blazing.",MARS BESTIARY,
291,Blood Matron,low,1,1,0,1,0,1,0,1,"Elder woman cloaked in crimson, ritual knife.",MARS BESTIARY,
292,Ember Lord,low,0,1,3,1,2,2,0,2,"Red-armored prophet, flame sword.",MARS BESTIARY,
293,Chain Hierophant,low,1,0,0,2,1,1,0,1,Priest covered in glowing chains.,MARS BESTIARY,
294,Crimson Pontiff,low,1,2,1,1,1,2,0,2,"Regal cult leader in crimson robes, jeweled staff.",MARS BESTIARY,
295,Pit King,low,1,2,0,1,3,2,0,2,"Gladiator king with gold armor, bone crown.",MARS BESTIARY,
296,Masked Warlord,low,1,1,0,2,1,2,0,2,"Champion with gilded mask, twin axes.",MARS BESTIARY,
297,Crimson Champion,low,0,1,1,3,1,2,0,2,"Fighter drenched in blood, serrated sword.",MARS BESTIARY,
298,Bone Gladiator,low,1,0,0,1,1,1,0,1,Gladiator armored in bones.,MARS BESTIARY,
299,Arena Juggernaut,low,2,1,0,0,1,1,0,1,Enormous gladiator with chained hammer.,MARS BESTIARY,
