card_id,name,card_family,unit_rank,section,rarity,duality,stone,wind,veil,oath,eye,weight,upkeep,initiative_label,initiative_value,guard,first_strike,rules_text,lore_text,id,created_date,updated_date,created_by_id,created_by,is_sample
56,Rune Captain King,boss,major_boss,Major-bosses,super,Veil/Oath,5,5,11,9,6,4,26,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17154,2026-04-05T21:41:56.061000,2026-04-05T21:41:56.061000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
55,Rune Exarch King,boss,major_boss,Major-bosses,super,Stone/Wind,11,10,6,4,6,4,28,Heroic Initiative,9,4,6,"Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17155,2026-04-05T21:41:56.061000,2026-04-05T21:41:56.061000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
54,Rune Khan King,boss,major_boss,Major-bosses,super,Eye/Oath,6,4,5,11,12,4,31,Heroic Initiative,9,5,6,"Heroic Initiative (9)
🛡️ Guard 5 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17156,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
53,Rune Marshal King,boss,major_boss,Major-bosses,super,Oath/Wind,4,9,5,11,5,4,24,Standard Initiative,5,4,5,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17157,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
52,Rune Pontiff King,boss,major_boss,Major-bosses,super,Eye/Wind,5,10,6,4,10,4,25,Heroic Initiative,9,3,7,"Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17158,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
51,Sandstorm Khan Lord,boss,major_boss,Major-bosses,super,Eye/Veil,5,5,8,5,12,4,26,Heroic Initiative,9,3,6,"Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17159,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
50,Sandstorm Prophet Lord,boss,major_boss,Major-bosses,super,Veil/Wind,5,9,11,4,4,4,24,Standard Initiative,5,3,5,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe1715a,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
49,Shadow Assassin Lord,boss,major_boss,Major-bosses,super,Wind/Veil,5,9,8,5,6,4,21,Standard Initiative,5,3,5,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe1715b,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
48,Shadow Hulk King,boss,major_boss,Major-bosses,super,Stone/Wind,9,8,6,5,5,4,21,Standard Initiative,5,4,5,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe1715c,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
47,Shard Brute King,boss,major_boss,Major-bosses,super,Eye/Oath,4,6,6,9,11,4,26,Heroic Initiative,9,4,6,"Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe1715d,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
46,Siege Idol King,boss,major_boss,Major-bosses,super,Wind/Oath,5,11,4,10,5,4,26,Heroic Initiative,9,4,6,"Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe1715e,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
45,Skullcrusher King,boss,major_boss,Major-bosses,super,Veil/Stone,8,6,10,5,5,4,23,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe1715f,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
44,Void Augur King,boss,major_boss,Major-bosses,super,Eye/Oath,4,4,5,9,11,4,24,Standard Initiative,5,4,5,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17160,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
43,Void Centurion King,boss,major_boss,Major-bosses,super,Eye/Veil,5,5,8,5,12,4,26,Heroic Initiative,9,3,6,"Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17161,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
42,Void Devourer King,boss,major_boss,Major-bosses,super,Veil/Wind,5,8,11,5,6,4,25,Standard Initiative,5,3,5,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17162,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
41,Void Exarch King,boss,major_boss,Major-bosses,super,Veil/Stone,9,4,11,5,6,4,25,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17163,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
40,Void Herald King,boss,major_boss,Major-bosses,super,Eye/Veil,5,6,11,5,12,4,32,Heroic Initiative,9,3,6,"Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 6
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17164,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
39,Void Inquisitor King,boss,major_boss,Major-bosses,super,Eye/Oath,5,6,5,9,11,4,26,Heroic Initiative,9,4,6,"Heroic Initiative (9)
🛡️ Guard 4 • ⚔️ First Strike 6
Allies within 1 tile gain +1 Guard this round; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17165,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
38,Void King Lord,boss,major_boss,Major-bosses,super,Stone/Wind,8,8,6,6,4,4,20,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17166,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
37,Void Knight King,boss,major_boss,Major-bosses,super,Wind/Eye,5,11,6,5,9,4,26,Heroic Initiative,9,3,7,"Heroic Initiative (9)
🛡️ Guard 3 • ⚔️ First Strike 7
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe17167,2026-04-05T21:41:56.211000,2026-04-05T21:41:56.211000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
179,Ash Colossus,boss,boss,Mini-bosses,rare,Oath/Veil,3,3,6,8,4,4,12,Basic Initiative,3,4,2,"Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170d9,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
178,Ash Revenant King,boss,boss,Mini-bosses,rare,Veil/Wind,3,6,7,4,3,4,11,Basic Initiative,3,3,3,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170da,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
177,Ash Titan Lord,boss,boss,Mini-bosses,rare,Oath/Veil,4,4,7,8,3,4,14,Basic Initiative,3,4,2,"Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170db,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
176,Blood Moon Avatar,boss,boss,Mini-bosses,rare,Oath/Wind,4,7,4,9,3,4,16,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170dc,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
175,Bone Goliath,boss,boss,Mini-bosses,rare,Eye/Wind,3,7,4,3,8,4,13,Standard Initiative,5,2,5,"Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170dd,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
174,Bone Hydra,boss,boss,Mini-bosses,rare,Stone/Wind,8,7,3,4,4,4,14,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Reduces first incoming hit by 40%; Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170de,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
173,Canyon Titan,boss,boss,Mini-bosses,rare,Eye/Veil,4,4,9,4,9,4,19,Standard Initiative,5,3,5,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170df,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
172,Crimson Beast,boss,boss,Mini-bosses,rare,Veil/Eye,3,4,9,3,7,4,15,Standard Initiative,5,2,4,"Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e0,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
171,Crimson Juggernaut,boss,boss,Mini-bosses,rare,Oath/Veil,4,3,9,9,3,4,18,Basic Initiative,3,4,2,"Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e1,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
170,Crimson Prophet King,boss,boss,Mini-bosses,rare,Oath/Stone,8,3,4,8,4,4,15,Basic Initiative,3,5,2,"Basic Initiative (3)
🛡️ Guard 5 • ⚔️ First Strike 2
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e2,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
169,Crystal Leviathan,boss,boss,Mini-bosses,rare,Wind/Oath,4,9,3,8,4,4,17,Standard Initiative,5,4,5,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e3,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
168,Crystal Tyrant,boss,boss,Mini-bosses,rare,Eye/Wind,4,6,3,3,8,4,12,Standard Initiative,5,3,5,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e4,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
167,Dust Wraith King,boss,boss,Mini-bosses,rare,Wind/Oath,4,8,4,7,3,4,14,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e5,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
166,Glyph Behemoth,boss,boss,Mini-bosses,rare,Veil/Stone,7,4,9,3,3,4,15,Basic Initiative,3,3,2,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e6,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
165,Glyph Titan,boss,boss,Mini-bosses,rare,Veil/Stone,6,3,8,3,3,4,12,Basic Initiative,3,3,2,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e7,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
164,Halo Ascendant,boss,boss,Mini-bosses,rare,Oath/Wind,4,7,4,9,3,4,16,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e8,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
163,Halo Warden,boss,boss,Mini-bosses,rare,Veil/Wind,3,6,8,4,4,4,13,Standard Initiative,5,3,4,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170e9,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
162,Hollow Seraph,boss,boss,Mini-bosses,rare,Stone/Veil,8,3,6,4,3,4,12,Basic Initiative,3,4,2,"Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 2
Reduces first incoming hit by 40%; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170ea,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
161,Oath Titan,boss,boss,Mini-bosses,rare,Veil/Eye,3,4,9,4,6,4,14,Standard Initiative,5,3,4,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170eb,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
160,Obelisk Avatar,boss,boss,Mini-bosses,rare,Wind/Veil,4,8,7,4,3,4,14,Standard Initiative,5,3,4,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170ec,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
159,Prophet of Eclipse,boss,boss,Mini-bosses,rare,Wind/Oath,4,8,3,7,3,4,13,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170ed,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
158,Rune Goliath,boss,boss,Mini-bosses,rare,Stone/Veil,7,4,7,3,3,4,12,Basic Initiative,3,3,2,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170ee,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
157,Sand Serpent,boss,boss,Mini-bosses,rare,Oath/Wind,4,7,4,8,4,4,15,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170ef,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
156,Sandstorm Avatar,boss,boss,Mini-bosses,rare,Stone/Veil,7,4,7,4,4,4,13,Basic Initiative,3,4,3,"Basic Initiative (3)
🛡️ Guard 4 • ⚔️ First Strike 3
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170f0,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
155,Void Horror King,boss,boss,Mini-bosses,rare,Wind/Eye,3,7,4,4,6,4,12,Standard Initiative,5,3,5,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 5
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.",,69d2d7237a6810a05fe170f1,2026-04-05T21:41:55.769000,2026-04-05T21:41:55.769000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
154,Void Serpent,boss,boss,Mini-bosses,rare,Oath/Eye,4,4,3,8,6,4,13,Standard Initiative,5,4,4,"Standard Initiative (5)
🛡️ Guard 4 • ⚔️ First Strike 4
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe170f2,2026-04-05T21:41:56.060000,2026-04-05T21:41:56.060000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
153,Warden of Chains,boss,boss,Mini-bosses,rare,Stone/Oath,9,3,3,7,4,4,15,Basic Initiative,3,5,2,"Basic Initiative (3)
🛡️ Guard 5 • ⚔️ First Strike 2
Reduces first incoming hit by 40%; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.",,69d2d7247a6810a05fe170f3,2026-04-05T21:41:56.060000,2026-04-05T21:41:56.060000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
468,Ash Bishop,character,elite,Elites,high,Eye/Wind,2,4,2,2,6,4,6,Standard Initiative,5,2,4,"Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16fb8,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
467,Ash Gladiator Lord,character,elite,Elites,high,Wind/Stone,6,7,2,3,3,4,10,Standard Initiative,5,3,4,"Standard Initiative (5)
🛡️ Guard 3 • ⚔️ First Strike 4
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fb9,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
466,Ash Hierarch,character,elite,Elites,high,Oath/Veil,2,3,5,6,3,4,7,Basic Initiative,3,3,2,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fba,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
465,Ash High Priest,character,elite,Elites,high,Oath/Wind,2,5,2,6,2,4,6,Basic Initiative,3,3,2,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.",,69d2d7227a6810a05fe16fbb,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
464,Ash Lord,character,elite,Elites,high,Veil/Wind,3,4,7,3,3,4,8,Basic Initiative,3,2,2,"Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fbc,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
463,Ash Nomad Chieftain,character,elite,Elites,high,Eye/Stone,6,3,2,3,6,4,8,Basic Initiative,3,3,3,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fbd,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
462,Ashen Oracle,character,elite,Elites,high,Eye/Veil,3,2,6,2,6,4,8,Basic Initiative,3,2,3,"Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fbe,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
461,Blade Dancer,character,elite,Elites,high,Eye/Veil,3,3,6,2,6,4,8,Basic Initiative,3,2,3,"Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fbf,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
460,Blood Arena Lord,character,elite,Elites,high,Wind/Eye,2,6,3,3,5,4,7,Standard Initiative,5,2,4,"Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fc0,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
459,Blood Hierophant,character,elite,Elites,high,Eye/Wind,3,5,2,3,6,4,7,Standard Initiative,5,2,4,"Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fc1,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
458,Blood Moon Prophet,character,elite,Elites,high,Eye/Veil,2,2,6,3,6,4,8,Basic Initiative,3,2,3,"Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fc2,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
457,Bloodspiller,character,elite,Elites,high,Stone/Wind,6,6,2,3,2,4,8,Basic Initiative,3,3,3,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fc3,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
456,Bone Horror King,character,elite,Elites,high,Stone/Veil,6,3,6,3,3,4,9,Basic Initiative,3,3,2,"Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.",,69d2d7227a6810a05fe16fc4,2026-04-05T21:41:54.882000,2026-04-05T21:41:54.882000,68bff81f48f15a98086cc8dd,michaelrobertucci@gmail.com,False
